Demographic Category,Demographic Variable,Cohort Year,Cohort,Total Cohort #,Total Grads #,Total Grads % of cohort,Total Regents #,Total Regents % of cohort,Total Regents % of grads,Advanced Regents #,Advanced Regents % of cohort,Advanced Regents % of grads,Regents w/o Advanced #,Regents w/o Advanced % of cohort,Regents w/o Advanced % of grads,Local #,Local % of cohort,Local % of grads,Still Enrolled #,Still Enrolled % of cohort,Dropped Out #,Dropped Out % of cohort,SACC (IEP Diploma) #,SACC (IEP Diploma) % of cohort,TASC (GED) #,TASC (GED) % of cohort
Gender by Ethnicity,Male White,"2,009",4 year June,"5,468",3959,72.4,3793,69.4,95.8,1551,28.4,39.2,2242,41.0,56.6,166,3.0,4.2,1047,19.1,388,7.1,45,0.8,27,0.5
Gender by Ethnicity,Male White,"2,008",4 year June,"5,349",3759,70.3,3604,67.4,95.9,1530,28.6,40.7,2074,38.8,55.2,155,2.9,4.1,1022,19.1,483,9.0,45,0.8,38,0.7
Gender by Ethnicity,Male White,"2,007",4 year June,"5,239",3713,70.9,3401,64.9,91.6,1513,28.9,40.7,1888,36.0,50.8,312,6.0,8.4,905,17.3,504,9.6,47,0.9,67,1.3
Gender by Ethnicity,Male White,"2,006",4 year June,"5,383",3845,71.4,3398,63.1,88.4,1563,29.0,40.7,1835,34.1,47.7,447,8.3,11.6,898,16.7,500,9.3,49,0.9,86,1.6
Gender by Ethnicity,Male White,"2,005",4 year June,"5,124",3521,68.7,2990,58.4,84.9,1483,28.9,42.1,1507,29.4,42.8,531,10.4,15.1,904,17.6,523,10.2,69,1.3,107,2.1
Gender by Ethnicity,Male White,"2,004",4 year June,"5,164",3439,66.6,2928,56.7,85.1,1553,30.1,45.2,1375,26.6,40.0,511,9.9,14.9,1003,19.4,621,12.0,92,1.8,9,0.2
Gender by Ethnicity,Male White,"2,003",4 year June,"5,393",3402,63.1,2844,52.7,83.6,1449,26.9,42.6,1395,25.9,41.0,558,10.3,16.4,1067,19.8,822,15.2,62,1.1,36,0.7
Gender by Ethnicity,Male White,"2,002",4 year June,"6,003",3712,61.8,3040,50.6,81.9,1507,25.1,40.6,1533,25.5,41.3,673,11.2,18.1,1186,19.8,952,15.9,39,0.6,77,1.3
Gender by Ethnicity,Male White,"2,001",4 year June,"6,333",3688,58.2,2916,46.0,79.1,1594,25.2,43.2,1322,20.9,35.8,778,12.3,21.1,1233,19.5,1273,20.1,121,1.9,15,0.2
Gender by Ethnicity,Male White,"2,013",5 year August,"5,492",4505,82.0,4253,77.4,94.4,1659,30.2,36.8,2594,47.2,57.6,252,4.6,5.6,407,7.4,415,7.6,113,2.1,52,0.9
Gender by Ethnicity,Male White,"2,012",5 year August,"5,322",4287,80.6,4022,75.6,93.8,1481,27.8,34.5,2541,47.7,59.3,265,5.0,6.2,421,7.9,458,8.6,101,1.9,42,0.8
Gender by Ethnicity,Male White,"2,011",5 year August,"5,179",4191,80.9,3985,76.9,95.1,1530,29.5,36.5,2455,47.4,58.6,206,4.0,4.9,375,7.2,499,9.6,77,1.5,27,0.5
Gender by Ethnicity,Male White,"2,010",5 year August,"5,480",4455,81.3,4163,76.0,93.4,1500,27.4,33.7,2663,48.6,59.8,292,5.3,6.6,379,6.9,529,9.7,77,1.4,31,0.6
Gender by Ethnicity,Male White,"2,009",5 year August,"5,452",4372,80.2,4137,75.9,94.6,1564,28.7,35.8,2573,47.2,58.9,235,4.3,5.4,434,8.0,555,10.2,51,0.9,35,0.6
Gender by Ethnicity,Male White,"2,008",5 year August,"5,328",4135,77.6,3917,73.5,94.7,1552,29.1,37.5,2365,44.4,57.2,218,4.1,5.3,404,7.6,645,12.1,97,1.8,42,0.8
Gender by Ethnicity,Male White,"2,007",5 year August,"5,220",4115,78.8,3644,69.8,88.6,1521,29.1,37.0,2123,40.7,51.6,471,9.0,11.4,249,4.8,681,13.0,109,2.1,63,1.2
Gender by Ethnicity,Male White,"2,006",5 year August,"5,439",4235,77.9,3632,66.8,85.8,1582,29.1,37.4,2050,37.7,48.4,603,11.1,14.2,300,5.5,685,12.6,121,2.2,91,1.7
Gender by Ethnicity,Male White,"2,013",5 year June,"5,492",4486,81.7,4241,77.2,94.5,1659,30.2,37.0,2582,47.0,57.6,245,4.5,5.5,424,7.7,415,7.6,115,2.1,52,0.9
Gender by Ethnicity,Male White,"2,012",5 year June,"5,322",4268,80.2,4009,75.3,93.9,1481,27.8,34.7,2528,47.5,59.2,259,4.9,6.1,438,8.2,459,8.6,101,1.9,42,0.8
Gender by Ethnicity,Male White,"2,011",5 year June,"5,179",4157,80.3,3961,76.5,95.3,1530,29.5,36.8,2431,46.9,58.5,196,3.8,4.7,409,7.9,499,9.6,77,1.5,27,0.5
Gender by Ethnicity,Male White,"2,010",5 year June,"5,480",4426,80.8,4141,75.6,93.6,1500,27.4,33.9,2641,48.2,59.7,285,5.2,6.4,408,7.4,529,9.7,77,1.4,31,0.6
Gender by Ethnicity,Male White,"2,009",5 year June,"5,452",4338,79.6,4111,75.4,94.8,1564,28.7,36.1,2547,46.7,58.7,227,4.2,5.2,466,8.5,557,10.2,51,0.9,35,0.6
Gender by Ethnicity,Male White,"2,008",5 year June,"5,328",4112,77.2,3901,73.2,94.9,1551,29.1,37.7,2350,44.1,57.1,211,4.0,5.1,426,8.0,645,12.1,98,1.8,42,0.8
Gender by Ethnicity,Male White,"2,007",5 year June,"5,220",4076,78.1,3621,69.4,88.8,1521,29.1,37.3,2100,40.2,51.5,455,8.7,11.2,274,5.2,694,13.3,110,2.1,63,1.2
Gender by Ethnicity,Male White,"2,006",5 year June,"5,439",4202,77.3,3617,66.5,86.1,1582,29.1,37.6,2035,37.4,48.4,585,10.8,13.9,322,5.9,696,12.8,121,2.2,90,1.7
Gender by Ethnicity,Male White,"2,005",5 year June,"5,148",3886,75.5,3187,61.9,82.0,1509,29.3,38.8,1678,32.6,43.2,699,13.6,18.0,305,5.9,708,13.8,120,2.3,126,2.4
Gender by Ethnicity,Male White,"2,004",5 year June,"5,226",3865,74.0,3153,60.3,81.6,1581,30.3,40.9,1572,30.1,40.7,712,13.6,18.4,295,5.6,805,15.4,128,2.4,133,2.5
Gender by Ethnicity,Male White,"2,003",5 year June,"5,393",3828,71.0,3068,56.9,80.1,1470,27.3,38.4,1598,29.6,41.7,760,14.1,19.9,325,6.0,1069,19.8,128,2.4,39,0.7
Gender by Ethnicity,Male White,"2,002",5 year June,"6,003",4205,70.0,3274,54.5,77.9,1545,25.7,36.7,1729,28.8,41.1,950,15.8,22.6,376,6.3,1218,20.3,90,1.5,77,1.3
Gender by Ethnicity,Male White,"2,001",5 year June,"6,333",4167,65.8,3110,49.1,74.6,1615,25.5,38.8,1495,23.6,35.9,1067,16.8,25.6,360,5.7,1596,25.2,191,3.0,15,0.2
Gender by Ethnicity,Male White,"2,012",6 year June,"5,318",4345,81.7,4063,76.4,93.5,1481,27.8,34.1,2582,48.6,59.4,282,5.3,6.5,314,5.9,499,9.4,111,2.1,41,0.8
Gender by Ethnicity,Male White,"2,011",6 year June,"5,212",4244,81.4,4017,77.1,94.7,1530,29.4,36.1,2487,47.7,58.6,227,4.4,5.3,310,5.9,535,10.3,85,1.6,33,0.6
Gender by Ethnicity,Male White,"2,010",6 year June,"5,517",4535,82.2,4216,76.4,93.0,1500,27.2,33.1,2716,49.2,59.9,319,5.8,7.0,291,5.3,573,10.4,81,1.5,30,0.5
Gender by Ethnicity,Male White,"2,009",6 year June,"5,450",4446,81.6,4196,77.0,94.4,1565,28.7,35.2,2631,48.3,59.2,250,4.6,5.6,293,5.4,601,11.0,67,1.2,36,0.7
Gender by Ethnicity,Male White,"2,008",6 year June,"5,318",4185,78.7,3953,74.3,94.5,1553,29.2,37.1,2400,45.1,57.3,232,4.4,5.5,257,4.8,678,12.7,151,2.8,42,0.8
Gender by Ethnicity,Male White,"2,007",6 year June,"5,239",4181,79.8,3691,70.5,88.3,1529,29.2,36.6,2162,41.3,51.7,490,9.4,11.7,181,3.5,691,13.2,119,2.3,63,1.2
Gender by Ethnicity,Male White,"2,006",6 year June,"5,394",4295,79.6,3666,68.0,85.4,1582,29.3,36.8,2084,38.6,48.5,629,11.7,14.6,179,3.3,717,13.3,113,2.1,82,1.5
Gender by Ethnicity,Male White,"2,005",6 year June,"5,142",3961,77.0,3222,62.7,81.3,1509,29.3,38.1,1713,33.3,43.2,739,14.4,18.7,198,3.9,732,14.2,128,2.5,120,2.3
Gender by Ethnicity,Male White,"2,004",6 year June,"5,221",3953,75.7,3190,61.1,80.7,1581,30.3,40.0,1609,30.8,40.7,763,14.6,19.3,244,4.7,849,16.3,124,2.4,46,0.9
Gender by Ethnicity,Male White,"2,003",6 year June,"5,411",3919,72.4,3102,57.3,79.2,1470,27.2,37.5,1632,30.2,41.6,817,15.1,20.8,172,3.2,1109,20.5,132,2.4,75,1.4
Gender by Ethnicity,Male White,"2,002",6 year June,"6,003",4301,71.6,3302,55.0,76.8,1547,25.8,36.0,1755,29.2,40.8,1018,17.0,23.7,195,3.2,1295,21.6,96,1.6,79,1.3
Gender by Ethnicity,Male White,"2,001",6 year June,"6,333",4262,67.3,3137,49.5,73.6,1618,25.5,38.0,1519,24.0,35.6,1140,18.0,26.7,175,2.8,1676,26.5,201,3.2,15,0.2
Poverty Status,Econ Disadv,"2,014",4 year August,"55,392",41722,75.3,37780,68.2,90.6,10037,18.1,24.1,27743,50.1,66.5,3942,7.1,9.4,8910,16.1,4004,7.2,273,0.5,478,0.9
Poverty Status,Econ Disadv,"2,013",4 year August,"51,027",38382,75.2,35248,69.1,91.8,9298,18.2,24.2,25950,50.9,67.6,3134,6.1,8.2,8296,16.3,3699,7.2,260,0.5,359,0.7
Poverty Status,Econ Disadv,"2,012",4 year August,"50,518",37098,73.4,34393,68.1,92.7,8461,16.7,22.8,25932,51.3,69.9,2705,5.4,7.3,8658,17.1,4141,8.2,276,0.5,300,0.6
Poverty Status,Econ Disadv,"2,011",4 year August,"51,906",36510,70.3,34190,65.9,93.6,8544,16.5,23.4,25646,49.4,70.2,2320,4.5,6.4,9981,19.2,4564,8.8,485,0.9,333,0.6
Poverty Status,Econ Disadv,"2,010",4 year August,"52,347",35636,68.1,33284,63.6,93.4,8278,15.8,23.2,25006,47.8,70.2,2352,4.5,6.6,10834,20.7,5021,9.6,512,1.0,315,0.6
Poverty Status,Econ Disadv,"2,009",4 year August,"56,764",37413,65.9,35238,62.1,94.2,8592,15.1,23.0,26646,46.9,71.2,2175,3.8,5.8,12518,22.1,5658,10.0,694,1.2,453,0.8
Poverty Status,Econ Disadv,"2,008",4 year August,"55,733",35900,64.4,34017,61.0,94.8,8219,14.7,22.9,25798,46.3,71.9,1883,3.4,5.2,12337,22.1,6110,11.0,826,1.5,512,0.9
Poverty Status,Econ Disadv,"2,007",4 year August,"55,985",37089,66.2,31074,55.5,83.8,8375,15.0,22.6,22699,40.5,61.2,6015,10.7,16.2,11511,20.6,5905,10.5,794,1.4,636,1.1
Poverty Status,Econ Disadv,"2,006",4 year August,"53,405",35372,66.2,27209,50.9,76.9,8017,15.0,22.7,19192,35.9,54.3,8163,15.3,23.1,10941,20.5,5405,10.1,949,1.8,727,1.4
Poverty Status,Econ Disadv,"2,005",4 year August,"50,407",31901,63.3,22838,45.3,71.6,7405,14.7,23.2,15433,30.6,48.4,9062,18.0,28.4,11338,22.5,5142,10.2,1005,2.0,1021,2.0
Poverty Status,Econ Disadv,"2,014",4 year June,"55,392",39731,71.7,36340,65.6,91.5,9981,18.0,25.1,26359,47.6,66.3,3391,6.1,8.5,10895,19.7,4004,7.2,279,0.5,478,0.9
Poverty Status,Econ Disadv,"2,013",4 year June,"51,027",36672,71.9,33920,66.5,92.5,9244,18.1,25.2,24676,48.4,67.3,2752,5.4,7.5,9996,19.6,3699,7.2,269,0.5,359,0.7
Poverty Status,Econ Disadv,"2,012",4 year June,"50,518",35477,70.2,33123,65.6,93.4,8425,16.7,23.7,24698,48.9,69.6,2354,4.7,6.6,10271,20.3,4142,8.2,282,0.6,300,0.6
Poverty Status,Econ Disadv,"2,011",4 year June,"51,906",34676,66.8,32702,63.0,94.3,8492,16.4,24.5,24210,46.6,69.8,1974,3.8,5.7,11799,22.7,4565,8.8,498,1.0,333,0.6
Poverty Status,Econ Disadv,"2,010",4 year June,"52,347",33207,63.4,31201,59.6,94.0,8185,15.6,24.6,23016,44.0,69.3,2006,3.8,6.0,13252,25.3,5023,9.6,518,1.0,315,0.6
Poverty Status,Econ Disadv,"2,009",4 year June,"56,764",34458,60.7,32665,57.5,94.8,8498,15.0,24.7,24167,42.6,70.1,1793,3.2,5.2,15422,27.2,5662,10.0,739,1.3,453,0.8
Poverty Status,Econ Disadv,"2,008",4 year June,"55,733",33348,59.8,31794,57.0,95.3,8157,14.6,24.5,23637,42.4,70.9,1554,2.8,4.7,14828,26.6,6134,11.0,863,1.5,512,0.9
Poverty Status,Econ Disadv,"2,007",4 year June,"55,985",34278,61.2,29499,52.7,86.1,8287,14.8,24.2,21212,37.9,61.9,4779,8.5,13.9,14227,25.4,5973,10.7,840,1.5,617,1.1
Poverty Status,Econ Disadv,"2,006",4 year June,"53,405",33040,61.9,26116,48.9,79.0,7954,14.9,24.1,18162,34.0,55.0,6924,13.0,21.0,13233,24.8,5444,10.2,949,1.8,728,1.4
Poverty Status,Econ Disadv,"2,005",4 year June,"50,407",29915,59.3,22029,43.7,73.6,7341,14.6,24.5,14688,29.1,49.1,7885,15.6,26.4,13320,26.4,5143,10.2,1008,2.0,1021,2.0
Poverty Status,Econ Disadv,"2,004",4 year June,"44,323",24097,54.4,16374,36.9,68.0,6021,13.6,25.0,10353,23.4,43.0,7723,17.4,32.0,13118,29.6,5939,13.4,998,2.3,170,0.4
Poverty Status,Econ Disadv,"2,003",4 year June,"43,563",24874,57.1,16290,37.4,65.5,6118,14.0,24.6,10172,23.4,40.9,8584,19.7,34.5,10337,23.7,7179,16.5,781,1.8,391,0.9
Poverty Status,Econ Disadv,"2,002",4 year June,"40,342",20269,50.2,12801,31.7,63.2,3900,9.7,19.2,8901,22.1,43.9,7485,18.6,36.9,12040,29.8,6604,16.4,691,1.7,602,1.5
Poverty Status,Econ Disadv,"2,001",4 year June,"39,026",19376,49.6,11160,28.6,57.6,3772,9.7,19.5,7388,18.9,38.1,8229,21.1,42.5,10978,28.1,7223,18.5,1214,3.1,224,0.6
Poverty Status,Econ Disadv,"2,013",5 year August,"50,816",40179,79.1,36315,71.5,90.4,9220,18.1,22.9,27095,53.3,67.4,3864,7.6,9.6,3591,7.1,5679,11.2,860,1.7,494,1.0
Poverty Status,Econ Disadv,"2,012",5 year August,"48,531",38694,79.7,35513,73.2,91.8,8450,17.4,21.8,27063,55.8,69.9,3181,6.6,8.2,3433,7.1,5530,11.4,448,0.9,390,0.8
Poverty Status,Econ Disadv,"2,011",5 year August,"49,150",38259,77.8,35457,72.1,92.7,8528,17.4,22.3,26929,54.8,70.4,2802,5.7,7.3,3692,7.5,6162,12.5,616,1.3,375,0.8
Poverty Status,Econ Disadv,"2,010",5 year August,"49,487",37355,75.5,34547,69.8,92.5,8227,16.6,22.0,26320,53.2,70.5,2808,5.7,7.5,4284,8.7,6784,13.7,630,1.3,386,0.8
Poverty Status,Econ Disadv,"2,009",5 year August,"48,698",35147,72.2,32751,67.3,93.2,6536,13.4,18.6,26215,53.8,74.6,2396,4.9,6.8,4868,10.0,7409,15.2,712,1.5,521,1.1
Poverty Status,Econ Disadv,"2,008",5 year August,"53,380",37617,70.5,35339,66.2,93.9,8217,15.4,21.8,27122,50.8,72.1,2278,4.3,6.1,5458,10.2,8120,15.2,1556,2.9,576,1.1
Poverty Status,Econ Disadv,"2,007",5 year August,"53,853",39363,73.1,32056,59.5,81.4,8295,15.4,21.1,23761,44.1,60.4,7307,13.6,18.6,3059,5.7,9204,17.1,1352,2.5,814,1.5
Poverty Status,Econ Disadv,"2,006",5 year August,"52,344",38774,74.1,28667,54.8,73.9,8074,15.4,20.8,20593,39.3,53.1,10107,19.3,26.1,3679,7.0,7692,14.7,1585,3.0,586,1.1
Poverty Status,Econ Disadv,"2,013",5 year June,"50,816",39793,78.3,36078,71.0,90.7,9218,18.1,23.2,26860,52.9,67.5,3715,7.3,9.3,3965,7.8,5689,11.2,862,1.7,494,1.0
Poverty Status,Econ Disadv,"2,012",5 year June,"48,531",38356,79.0,35283,72.7,92.0,8450,17.4,22.0,26833,55.3,70.0,3073,6.3,8.0,3763,7.8,5537,11.4,448,0.9,390,0.8
Poverty Status,Econ Disadv,"2,011",5 year June,"49,150",37857,77.0,35179,71.6,92.9,8527,17.3,22.5,26652,54.2,70.4,2678,5.4,7.1,4078,8.3,6171,12.6,619,1.3,375,0.8
Poverty Status,Econ Disadv,"2,010",5 year June,"49,487",36889,74.5,34172,69.1,92.6,8224,16.6,22.3,25948,52.4,70.3,2717,5.5,7.4,4728,9.6,6803,13.7,633,1.3,386,0.8
Poverty Status,Econ Disadv,"2,009",5 year June,"48,698",34487,70.8,32217,66.2,93.4,6534,13.4,18.9,25683,52.7,74.5,2270,4.7,6.6,5498,11.3,7430,15.3,720,1.5,521,1.1
Poverty Status,Econ Disadv,"2,008",5 year June,"53,380",37003,69.3,34836,65.3,94.1,8213,15.4,22.2,26623,49.9,71.9,2167,4.1,5.9,6021,11.3,8155,15.3,1569,2.9,576,1.1
Poverty Status,Econ Disadv,"2,007",5 year June,"53,853",38870,72.2,31836,59.1,81.9,8294,15.4,21.3,23542,43.7,60.6,7034,13.1,18.1,3438,6.4,9310,17.3,1360,2.5,814,1.5
Poverty Status,Econ Disadv,"2,006",5 year June,"52,344",38189,73.0,28459,54.4,74.5,8074,15.4,21.1,20385,38.9,53.4,9730,18.6,25.5,4129,7.9,7833,15.0,1585,3.0,581,1.1
Poverty Status,Econ Disadv,"2,005",5 year June,"48,451",34802,71.8,24005,49.5,69.0,7503,15.5,21.6,16502,34.1,47.4,10797,22.3,31.0,4089,8.4,7268,15.0,1468,3.0,802,1.7
Poverty Status,Econ Disadv,"2,004",5 year June,"42,164",28088,66.6,17764,42.1,63.2,6154,14.6,21.9,11610,27.5,41.3,10324,24.5,36.8,4360,10.3,7335,17.4,1401,3.3,978,2.3
Poverty Status,Econ Disadv,"2,003",5 year June,"43,563",28001,64.3,17230,39.6,61.5,6212,14.3,22.2,11018,25.3,39.3,10771,24.7,38.5,4698,10.8,9012,20.7,1382,3.2,468,1.1
Poverty Status,Econ Disadv,"2,002",5 year June,"40,342",24796,61.5,14197,35.2,57.3,4097,10.2,16.5,10100,25.0,40.7,10734,26.6,43.3,3997,9.9,9529,23.6,1271,3.2,613,1.5
Poverty Status,Econ Disadv,"2,001",5 year June,"39,026",22610,57.9,11949,30.6,52.8,3851,9.9,17.0,8098,20.8,35.8,10688,27.4,47.3,4517,11.6,9858,25.3,1780,4.6,224,0.6
Poverty Status,Econ Disadv,"2,012",6 year June,"48,621",39474,81.2,35987,74.0,91.2,8452,17.4,21.4,27535,56.6,69.8,3487,7.2,8.8,1927,4.0,6215,12.8,524,1.1,420,0.9
Poverty Status,Econ Disadv,"2,011",6 year June,"48,251",38760,80.3,35820,74.2,92.4,8530,17.7,22.0,27290,56.6,70.4,2940,6.1,7.6,1965,4.1,6466,13.4,637,1.3,394,0.8
Poverty Status,Econ Disadv,"2,010",6 year June,"48,304",37903,78.5,34927,72.3,92.1,8227,17.0,21.7,26700,55.3,70.4,2976,6.2,7.9,2150,4.5,7187,14.9,647,1.3,373,0.8
Poverty Status,Econ Disadv,"2,009",6 year June,"47,386",35718,75.4,33165,70.0,92.9,6536,13.8,18.3,26629,56.2,74.6,2553,5.4,7.1,2561,5.4,7806,16.5,736,1.6,531,1.1
Poverty Status,Econ Disadv,"2,008",6 year June,"51,237",38063,74.3,35648,69.6,93.7,8214,16.0,21.6,27434,53.5,72.1,2415,4.7,6.3,2414,4.7,8417,16.4,1737,3.4,554,1.1
Poverty Status,Econ Disadv,"2,007",6 year June,"53,244",40137,75.4,32565,61.2,81.1,8378,15.7,20.9,24187,45.4,60.3,7572,14.2,18.9,1505,2.8,9360,17.6,1441,2.7,749,1.4
Poverty Status,Econ Disadv,"2,006",6 year June,"52,194",39518,75.7,28965,55.5,73.3,8079,15.5,20.4,20886,40.0,52.9,10553,20.2,26.7,1357,2.6,8861,17.0,1492,2.9,894,1.7
Poverty Status,Econ Disadv,"2,005",6 year June,"47,620",36273,76.2,24444,51.3,67.4,7511,15.8,20.7,16933,35.6,46.7,11829,24.8,32.6,1694,3.6,7417,15.6,1533,3.2,680,1.4
Poverty Status,Econ Disadv,"2,004",6 year June,"41,635",29505,70.9,18151,43.6,61.5,6163,14.8,20.9,11988,28.8,40.6,11354,27.3,38.5,2348,5.6,7810,18.8,1421,3.4,523,1.3
Poverty Status,Econ Disadv,"2,003",6 year June,"42,613",29133,68.4,17510,41.1,60.1,6218,14.6,21.3,11292,26.5,38.8,11623,27.3,39.9,2051,4.8,9244,21.7,1439,3.4,744,1.7
Poverty Status,Econ Disadv,"2,002",6 year June,"40,342",25689,63.7,14381,35.6,56.0,4107,10.2,16.0,10274,25.5,40.0,11443,28.4,44.5,2296,5.7,10203,25.3,1389,3.4,629,1.6
Poverty Status,Econ Disadv,"2,001",6 year June,"39,026",23834,61.1,12194,31.2,51.2,3867,9.9,16.2,8327,21.3,34.9,11725,30.0,49.2,1835,4.7,11131,28.5,1965,5.0,224,0.6
Poverty Status,Not Econ Disadv,"2,014",4 year August,"19,556",15201,77.7,14379,73.5,94.6,5621,28.7,37.0,8758,44.8,57.6,822,4.2,5.4,2488,12.7,1610,8.2,78,0.4,175,0.9
Poverty Status,Not Econ Disadv,"2,013",4 year August,"22,127",15942,72.0,15023,67.9,94.2,5461,24.7,34.3,9562,43.2,60.0,919,4.2,5.8,3695,16.7,2035,9.2,168,0.8,210,0.9
Poverty Status,Not Econ Disadv,"2,012",4 year August,"23,654",17063,72.1,16187,68.4,94.9,5348,22.6,31.3,10839,45.8,63.5,876,3.7,5.1,3945,16.7,2129,9.0,191,0.8,182,0.8
Poverty Status,Not Econ Disadv,"2,011",4 year August,"22,457",15899,70.8,15174,67.6,95.4,5095,22.7,32.0,10079,44.9,63.4,725,3.2,4.6,3946,17.6,2100,9.4,256,1.1,151,0.7
Poverty Status,Not Econ Disadv,"2,010",4 year August,"23,177",16045,69.2,15279,65.9,95.2,5143,22.2,32.1,10136,43.7,63.2,766,3.3,4.8,4293,18.5,2288,9.9,269,1.2,169,0.7
Poverty Status,Not Econ Disadv,"2,009",4 year August,"21,957",14557,66.3,14020,63.9,96.3,4943,22.5,34.0,9077,41.3,62.4,537,2.4,3.7,4059,18.5,2705,12.3,254,1.2,240,1.1
Poverty Status,Not Econ Disadv,"2,008",4 year August,"23,986",15673,65.3,14987,62.5,95.6,5045,21.0,32.2,9942,41.4,63.4,686,2.9,4.4,4726,19.7,2986,12.4,267,1.1,269,1.1
Poverty Status,Not Econ Disadv,"2,007",4 year August,"23,491",14980,63.8,13142,55.9,87.7,4702,20.0,31.4,8440,35.9,56.3,1838,7.8,12.3,3892,16.6,3726,15.9,206,0.9,636,2.7
Poverty Status,Not Econ Disadv,"2,006",4 year August,"24,941",15634,62.7,12942,51.9,82.8,4984,20.0,31.9,7958,31.9,50.9,2692,10.8,17.2,4034,16.2,4035,16.2,273,1.1,937,3.8
Poverty Status,Not Econ Disadv,"2,005",4 year August,"26,971",16598,61.5,12880,47.8,77.6,5212,19.3,31.4,7668,28.4,46.2,3718,13.8,22.4,5126,19.0,4013,14.9,331,1.2,903,3.3
Poverty Status,Not Econ Disadv,"2,014",4 year June,"19,556",14739,75.4,13999,71.6,95.0,5601,28.6,38.0,8398,42.9,57.0,740,3.8,5.0,2950,15.1,1610,8.2,78,0.4,175,0.9
Poverty Status,Not Econ Disadv,"2,013",4 year June,"22,127",15346,69.4,14556,65.8,94.9,5432,24.5,35.4,9124,41.2,59.5,790,3.6,5.1,4286,19.4,2035,9.2,173,0.8,210,0.9
Poverty Status,Not Econ Disadv,"2,012",4 year June,"23,654",16433,69.5,15669,66.2,95.4,5326,22.5,32.4,10343,43.7,62.9,764,3.2,4.6,4573,19.3,2129,9.0,192,0.8,182,0.8
Poverty Status,Not Econ Disadv,"2,011",4 year June,"22,457",15323,68.2,14686,65.4,95.8,5072,22.6,33.1,9614,42.8,62.7,637,2.8,4.2,4520,20.1,2101,9.4,256,1.1,151,0.7
Poverty Status,Not Econ Disadv,"2,010",4 year June,"23,177",15242,65.8,14573,62.9,95.6,5102,22.0,33.5,9471,40.9,62.1,669,2.9,4.4,5096,22.0,2288,9.9,269,1.2,169,0.7
Poverty Status,Not Econ Disadv,"2,009",4 year June,"21,957",13778,62.7,13324,60.7,96.7,4902,22.3,35.6,8422,38.4,61.1,454,2.1,3.3,4824,22.0,2708,12.3,265,1.2,240,1.1
Poverty Status,Not Econ Disadv,"2,008",4 year June,"23,986",14825,61.8,14230,59.3,96.0,5018,20.9,33.8,9212,38.4,62.1,595,2.5,4.0,5557,23.2,2997,12.5,273,1.1,269,1.1
Poverty Status,Not Econ Disadv,"2,007",4 year June,"23,491",14102,60.0,12607,53.7,89.4,4671,19.9,33.1,7936,33.8,56.3,1495,6.4,10.6,4733,20.1,3767,16.0,220,0.9,616,2.6
Poverty Status,Not Econ Disadv,"2,006",4 year June,"24,941",14746,59.1,12454,49.9,84.5,4931,19.8,33.4,7523,30.2,51.0,2292,9.2,15.5,4904,19.7,4053,16.3,273,1.1,937,3.8
Poverty Status,Not Econ Disadv,"2,005",4 year June,"26,971",15700,58.2,12460,46.2,79.4,5171,19.2,32.9,7289,27.0,46.4,3240,12.0,20.6,6023,22.3,4014,14.9,331,1.2,903,3.3
Poverty Status,Not Econ Disadv,"2,004",4 year June,"30,686",18216,59.4,14278,46.5,78.4,6571,21.4,36.1,7707,25.1,42.3,3938,12.8,21.6,7726,25.2,4188,13.6,411,1.3,139,0.5
Poverty Status,Not Econ Disadv,"2,003",4 year June,"30,325",14116,46.5,11155,36.8,79.0,5238,17.3,37.1,5917,19.5,41.9,2961,9.8,21.0,11016,36.3,4525,14.9,332,1.1,242,0.8
Poverty Status,Not Econ Disadv,"2,002",4 year June,"34,169",16283,47.7,12297,36.0,75.5,5535,16.2,34.0,6762,19.8,41.5,4004,11.7,24.6,9681,28.3,7154,20.9,319,0.9,500,1.5
Poverty Status,Not Econ Disadv,"2,001",4 year June,"35,117",15127,43.1,11037,31.4,73.0,5477,15.6,36.2,5560,15.8,36.8,4104,11.7,27.1,10116,28.8,9114,26.0,681,1.9,70,0.2
Poverty Status,Not Econ Disadv,"2,013",5 year August,"22,066",17253,78.2,15997,72.5,92.7,5434,24.6,31.5,10563,47.9,61.2,1256,5.7,7.3,1657,7.5,2604,11.8,311,1.4,231,1.0
Poverty Status,Not Econ Disadv,"2,012",5 year August,"25,568",18989,74.3,17654,69.0,93.0,5379,21.0,28.3,12275,48.0,64.6,1335,5.2,7.0,2331,9.1,3226,12.6,670,2.6,226,0.9
Poverty Status,Not Econ Disadv,"2,011",5 year August,"25,165",18283,72.7,17073,67.8,93.4,5130,20.4,28.1,11943,47.5,65.3,1210,4.8,6.6,2182,8.7,3672,14.6,671,2.7,218,0.9
Poverty Status,Not Econ Disadv,"2,010",5 year August,"25,755",18777,72.9,17507,68.0,93.2,5243,20.4,27.9,12264,47.6,65.3,1270,4.9,6.8,2318,9.0,3711,14.4,586,2.3,228,0.9
Poverty Status,Not Econ Disadv,"2,009",5 year August,"29,617",21634,73.0,20453,69.1,94.5,7052,23.8,32.6,13401,45.2,61.9,1181,4.0,5.5,2672,9.0,4322,14.6,516,1.7,294,1.0
